Date,Open,High,Low,Close
2015-12-23,1.4826,1.49,1.4817,1.487
2015-12-24,1.4871,1.4945,1.4864,1.4911
2015-12-25,1.491,1.4956,1.483,1.4831
2015-12-28,1.4831,1.4932,1.4831,1.4878
2015-12-29,1.488,1.4914,1.4786,1.4817
2015-12-30,1.4816,1.485,1.4794,1.4816
2015-12-31,1.4817,1.4845,1.4726,1.4736
2016-01-01,1.4737,1.4777,1.4737,1.4776
2016-01-04,1.4776,1.4816,1.4664,1.4716
2016-01-05,1.4714,1.4727,1.4638,1.4676
2016-01-06,1.4675,1.4682,1.4603,1.4631
2016-01-07,1.463,1.4642,1.4532,1.4617
2016-01-08,1.4618,1.4646,1.4507,1.4518
2016-01-11,1.4518,1.4604,1.4512,1.4544
2016-01-12,1.4543,1.4556,1.4352,1.4447
2016-01-13,1.4448,1.4477,1.4383,1.4407
2016-01-14,1.4406,1.4447,1.436,1.4412
2016-01-15,1.4414,1.4428,1.4251,1.4258
2016-01-18,1.4258,1.4322,1.4237,1.4243
2016-01-19,1.4244,1.4339,1.413,1.4158
2016-01-20,1.4159,1.4219,1.4123,1.4191
2016-01-21,1.4192,1.425,1.408,1.4223
2016-01-22,1.4222,1.4363,1.4204,1.4265
2016-01-25,1.4265,1.4311,1.4223,1.4249
2016-01-26,1.4248,1.4368,1.4175,1.4351
2016-01-27,1.4349,1.4356,1.423,1.4233
2016-01-28,1.4235,1.4408,1.4233,1.4362
2016-01-29,1.4361,1.4414,1.415,1.4244
2016-02-01,1.4244,1.4445,1.4235,1.4429
2016-02-02,1.4433,1.4446,1.4327,1.4409
2016-02-03,1.4408,1.465,1.4384,1.4603
2016-02-04,1.4602,1.4666,1.453,1.459
2016-02-05,1.4589,1.4591,1.4452,1.4502
2016-02-08,1.4502,1.4547,1.4354,1.4432
2016-02-09,1.4431,1.4516,1.4379,1.4471
2016-02-10,1.4472,1.4579,1.4449,1.4523
2016-02-11,1.4521,1.4565,1.4383,1.4478
2016-02-12,1.4475,1.4571,1.4443,1.4504
2016-02-15,1.4504,1.4536,1.4413,1.4436
2016-02-16,1.4433,1.4517,1.4279,1.4306
2016-02-17,1.4304,1.434,1.4235,1.4293
2016-02-18,1.4296,1.4394,1.4259,1.4339
2016-02-19,1.4338,1.4411,1.4247,1.4405
2016-02-22,1.4405,1.4405,1.406,1.415
2016-02-23,1.4151,1.4156,1.4008,1.4022
2016-02-24,1.4021,1.4028,1.3879,1.3927
2016-02-25,1.3928,1.3997,1.3899,1.3963
2016-02-26,1.3964,1.4043,1.3855,1.3873
2016-02-29,1.3873,1.3947,1.3836,1.3917
2016-03-01,1.3916,1.4019,1.3905,1.395
2016-03-02,1.3952,1.4094,1.3914,1.4079
2016-03-03,1.408,1.4195,1.4033,1.4177
2016-03-04,1.4176,1.4248,1.4109,1.4232
2016-03-07,1.4232,1.4284,1.4135,1.4265
2016-03-08,1.4264,1.4276,1.4174,1.4217
2016-03-09,1.4216,1.4242,1.4177,1.4216
2016-03-10,1.4217,1.4318,1.4119,1.4281
2016-03-11,1.428,1.4437,1.4254,1.4382
2016-03-14,1.4382,1.439,1.4293,1.4302
2016-03-15,1.4303,1.4307,1.4139,1.4151
2016-03-16,1.4152,1.4274,1.4054,1.4259
2016-03-17,1.426,1.4504,1.4221,1.4481
2016-03-18,1.4483,1.4516,1.441,1.4476
2016-03-21,1.4476,1.4476,1.4365,1.4368
2016-03-22,1.4369,1.4398,1.4191,1.4209
2016-03-23,1.4207,1.4228,1.4083,1.4117
2016-03-24,1.4116,1.4184,1.4057,1.4154
2016-03-25,1.4153,1.4159,1.411,1.4135
2016-03-28,1.4135,1.4283,1.412,1.4254
2016-03-29,1.4255,1.4405,1.4195,1.4385
2016-03-30,1.4384,1.446,1.4361,1.4378
2016-03-31,1.4379,1.4426,1.4327,1.436
2016-04-01,1.4362,1.4373,1.4171,1.4228
2016-04-04,1.4228,1.4323,1.4191,1.4264
2016-04-05,1.4263,1.428,1.4122,1.4161
2016-04-06,1.4162,1.4172,1.4006,1.4124
2016-04-07,1.4123,1.4157,1.4049,1.4056
2016-04-08,1.4057,1.4142,1.404,1.4128
2016-04-11,1.4128,1.4285,1.4107,1.4239
2016-04-12,1.424,1.4348,1.4197,1.4275
2016-04-13,1.4274,1.4281,1.4193,1.4204
2016-04-14,1.4205,1.421,1.4091,1.4155
2016-04-15,1.4156,1.4242,1.4132,1.4202
2016-04-18,1.4202,1.4291,1.4132,1.4278
2016-04-19,1.4279,1.4419,1.4271,1.4399
2016-04-20,1.4395,1.441,1.4328,1.4333
2016-04-21,1.4331,1.4441,1.4299,1.4324
2016-04-22,1.4323,1.4452,1.4313,1.4401
2016-04-25,1.4401,1.452,1.4401,1.4483
2016-04-26,1.4481,1.4637,1.4479,1.4582
2016-04-27,1.4581,1.462,1.4476,1.4543
2016-04-28,1.4542,1.4622,1.4524,1.4609
2016-04-29,1.461,1.467,1.4577,1.4611
2016-05-02,1.4611,1.4697,1.46,1.4675
2016-05-03,1.4672,1.4771,1.4531,1.4536
2016-05-04,1.4535,1.4572,1.4462,1.4496
2016-05-05,1.4495,1.453,1.4444,1.4484
2016-05-06,1.4485,1.4541,1.4414,1.4427
2016-05-09,1.4427,1.4479,1.4375,1.4407
2016-05-10,1.4408,1.4477,1.4389,1.4444
2016-05-11,1.4442,1.4487,1.4395,1.4447
2016-05-12,1.4448,1.453,1.4406,1.4451
2016-05-13,1.445,1.4457,1.4341,1.4365
2016-05-16,1.4365,1.4416,1.4333,1.4403
2016-05-17,1.4401,1.4525,1.4396,1.4463
2016-05-18,1.4464,1.4636,1.4404,1.4599
2016-05-19,1.4598,1.4662,1.4563,1.4612
2016-05-20,1.4611,1.4616,1.4486,1.45
2016-05-23,1.45,1.4549,1.4442,1.4483
2016-05-24,1.4482,1.4643,1.4473,1.4636
2016-05-25,1.4637,1.4729,1.4604,1.4696
2016-05-26,1.4697,1.4739,1.464,1.467
2016-05-27,1.4671,1.469,1.4605,1.4622
2016-05-30,1.4622,1.4643,1.4587,1.4639
2016-05-31,1.4641,1.4724,1.4465,1.4483
2016-06-01,1.4484,1.4508,1.4387,1.4417
2016-06-02,1.4415,1.4474,1.4407,1.4422
2016-06-03,1.4423,1.4582,1.4399,1.4519
2016-06-06,1.4519,1.4519,1.4356,1.444
2016-06-07,1.4441,1.4646,1.4439,1.4546
2016-06-08,1.4544,1.46,1.4499,1.4504
2016-06-09,1.4503,1.4528,1.4447,1.4458
2016-06-10,1.4459,1.4473,1.4181,1.4257
2016-06-13,1.4257,1.4322,1.4115,1.4271
2016-06-14,1.427,1.427,1.4094,1.4114
2016-06-15,1.4116,1.4219,1.4095,1.4204
2016-06-16,1.4203,1.4254,1.4012,1.4202
2016-06-17,1.4204,1.4388,1.4197,1.4359
2016-06-20,1.4359,1.472,1.4359,1.47
2016-06-21,1.4697,1.4781,1.4616,1.4652
2016-06-22,1.4653,1.4775,1.4641,1.4706
2016-06-23,1.4707,1.4946,1.4707,1.4874
2016-06-24,1.4877,1.502,1.3238,1.3676
2016-06-27,1.3676,1.3676,1.3139,1.3225
2016-06-28,1.3227,1.3419,1.3204,1.3343
2016-06-29,1.3342,1.3535,1.3288,1.3429
2016-06-30,1.3431,1.3495,1.3206,1.3311
2016-07-01,1.3314,1.3351,1.325,1.3277
2016-07-04,1.3277,1.3341,1.3242,1.3289
2016-07-05,1.3287,1.3293,1.3001,1.3023
2016-07-06,1.302,1.3029,1.2801,1.2931
2016-07-07,1.2933,1.3049,1.2879,1.2908
2016-07-08,1.2909,1.3018,1.2881,1.2952
2016-07-11,1.2952,1.3018,1.2852,1.2999
2016-07-12,1.2997,1.3297,1.2976,1.3247
2016-07-13,1.3246,1.3334,1.3134,1.3146
2016-07-14,1.3145,1.3473,1.3105,1.3344
2016-07-15,1.3342,1.348,1.3132,1.3188
2016-07-18,1.3188,1.3316,1.3188,1.3255
2016-07-19,1.3256,1.3276,1.3075,1.3111
2016-07-20,1.3112,1.3225,1.3064,1.3208
2016-07-21,1.3207,1.3269,1.3162,1.3232
2016-07-22,1.3234,1.3291,1.3079,1.3106
2016-07-25,1.3106,1.3165,1.3097,1.314
2016-07-26,1.3139,1.3173,1.3058,1.3131
2016-07-27,1.3129,1.3233,1.3073,1.3223
2016-07-28,1.3224,1.3248,1.3117,1.3162
2016-07-29,1.3164,1.3301,1.3152,1.3229
2016-08-01,1.3229,1.3273,1.3162,1.3178
2016-08-02,1.318,1.3365,1.3171,1.3357
2016-08-03,1.3356,1.3373,1.3282,1.3325
2016-08-04,1.3326,1.3345,1.3102,1.3108
2016-08-05,1.3107,1.3176,1.3022,1.307
2016-08-08,1.307,1.3097,1.3028,1.304
2016-08-09,1.3041,1.305,1.2957,1.3003
2016-08-10,1.3002,1.3094,1.2992,1.301
2016-08-11,1.3011,1.3028,1.2937,1.2956
2016-08-12,1.2957,1.3035,1.2904,1.292
2016-08-15,1.292,1.2945,1.2866,1.288
2016-08-16,1.2882,1.3052,1.2877,1.3046
2016-08-17,1.3045,1.3086,1.2979,1.3042
2016-08-18,1.3043,1.3174,1.3037,1.3167
2016-08-19,1.3168,1.3186,1.3025,1.3076
2016-08-22,1.3076,1.3157,1.3034,1.3136
2016-08-23,1.3137,1.3211,1.313,1.3199
2016-08-24,1.3198,1.3273,1.3161,1.3232
2016-08-25,1.3233,1.3263,1.3168,1.3193
2016-08-26,1.3192,1.3276,1.3122,1.3136
2016-08-29,1.3136,1.3136,1.3059,1.3106
2016-08-30,1.3107,1.312,1.306,1.3081
2016-08-31,1.3083,1.3159,1.3066,1.3138
2016-09-01,1.3137,1.3318,1.3129,1.3268
2016-09-02,1.3269,1.3353,1.3253,1.3294
2016-09-05,1.3294,1.3376,1.3289,1.3304
2016-09-06,1.3302,1.3446,1.3296,1.344
2016-09-07,1.3439,1.3441,1.3321,1.3342
2016-09-08,1.3341,1.3376,1.3284,1.3294
2016-09-09,1.3296,1.3337,1.324,1.3269
2016-09-12,1.3269,1.3347,1.3236,1.3336
2016-09-13,1.3337,1.3341,1.3168,1.3193
2016-09-14,1.3194,1.3242,1.3138,1.3235
2016-09-15,1.3234,1.3279,1.3181,1.3238
2016-09-16,1.3239,1.3249,1.2997,1.3002
2016-09-19,1.3002,1.3092,1.3002,1.303
2016-09-20,1.3031,1.3065,1.2947,1.2988
2016-09-21,1.2989,1.3047,1.2946,1.3032
2016-09-22,1.3031,1.3121,1.3025,1.3078
2016-09-23,1.3074,1.3089,1.2914,1.2967
2016-09-26,1.2967,1.2988,1.2917,1.2974
2016-09-27,1.2975,1.3027,1.2936,1.3024
2016-09-28,1.3023,1.3032,1.298,1.3019
2016-09-29,1.3017,1.3059,1.2954,1.2967
2016-09-30,1.2968,1.3023,1.2938,1.2976
2016-10-03,1.2976,1.2976,1.2817,1.2841
2016-10-04,1.2842,1.2861,1.2721,1.2729
2016-10-05,1.2728,1.277,1.2686,1.2749
2016-10-06,1.2748,1.2756,1.2603,1.2615
2016-10-07,1.2616,1.2623,1.1789,1.2435
2016-10-10,1.2435,1.2444,1.2345,1.2362
2016-10-11,1.2361,1.237,1.2091,1.2124
2016-10-12,1.2125,1.2327,1.2107,1.2207
2016-10-13,1.2203,1.2272,1.2133,1.2254
2016-10-14,1.2255,1.2263,1.217,1.2188
